timestamp,track_id,sensor_id,x_track,y_track,x_raw,y_raw
3.8,107,0,267.12,171.57,267.128,171.521
3.85,107,0,267.109,171.623,267.117,171.574
3.9,107,0,267.097,171.678,267.102,171.646
3.95,107,0,267.085,171.733,267.088,171.712
4,107,0,267.073,171.79,267.072,171.786
4.05,107,0,267.061,171.847,267.059,171.846
4.1,107,0,267.049,171.905,267.044,171.916
4.15,107,0,267.036,171.963,267.032,171.974
4.2,107,0,267.024,172.02,267.021,172.027
4.25,107,0,267.012,172.078,267.01,172.079
4.3,107,0,267,172.135,266.998,172.134
4.35,107,0,266.988,172.192,266.987,172.188
4.4,107,0,266.975,172.248,266.975,172.24
4.45,107,0,266.964,172.304,266.967,172.282
4.5,107,0,266.952,172.358,266.96,172.313
4.55,107,0,266.941,172.413,266.948,172.369
4.6,107,0,266.929,172.467,266.936,172.428
4.65,107,0,266.917,172.521,266.924,172.481
4.7,107,0,266.906,172.576,266.911,172.541
4.75,107,0,266.894,172.631,266.899,172.598
4.8,107,0,266.882,172.686,266.889,172.648
4.85,107,0,266.871,172.741,266.875,172.713
4.9,107,0,266.859,172.796,266.863,172.771
4.95,107,0,266.847,172.851,266.85,172.83
5,107,0,266.835,172.907,266.838,172.885
5.05,107,0,266.823,172.962,266.826,172.942
5.1,107,0,266.812,173.018,266.814,172.999
5.15,107,0,266.8,173.073,266.803,173.05
5.2,107,0,266.788,173.128,266.793,173.101
5.25,107,0,266.776,173.183,266.782,173.153
5.3,107,0,266.765,173.238,266.771,173.203
5.35,107,0,266.753,173.293,266.76,173.254
5.4,107,0,266.742,173.347,266.749,173.303
5.45,107,0,266.73,173.4,266.741,173.343
5.5,107,0,266.719,173.453,266.735,173.371
5.55,107,1,266.735,173.518,267.328,173.708
5.6,107,1,266.749,173.583,267.272,173.756
5.65,107,1,266.76,173.646,267.231,173.792
5.7,107,1,266.769,173.708,267.195,173.822
5.75,107,1,266.774,173.77,267.115,173.893
5.8,107,1,266.777,173.832,267.06,173.94
5.85,107,1,266.778,173.893,267.014,173.98
5.9,107,1,266.777,173.953,266.977,174.012
5.95,107,1,266.775,174.011,266.943,174.041
6,107,1,266.772,174.068,266.915,174.066
6.05,107,1,266.768,174.123,266.89,174.088
6.1,107,1,266.763,174.178,266.863,174.111
6.15,107,1,266.757,174.23,266.846,174.126
6.2,107,1,266.754,174.279,266.888,174.09
6.35,107,2,266.742,174.451,267.105,174.602
6.4,107,2,266.742,174.513,266.948,174.624
6.45,107,2,266.74,174.572,266.911,174.63
6.5,107,2,266.737,174.629,266.895,174.632
6.55,107,2,266.735,174.684,266.886,174.633
6.6,107,2,266.732,174.737,266.887,174.633
6.65,107,2,266.732,174.787,266.937,174.626
6.7,107,2,266.74,174.835,267.17,174.593
6.75,107,3,266.744,174.898,267.072,175.073
6.8,107,3,266.742,174.958,266.894,175.048
6.85,107,3,266.74,175.016,266.886,175.047
6.9,107,3,266.737,175.072,266.888,175.047
6.95,107,3,266.736,175.126,266.902,175.049
7,107,3,266.735,175.178,266.926,175.052
7.05,107,3,266.737,175.229,267.002,175.063
7.1,107,3,266.744,175.279,267.144,175.083
7.25,107,4,266.727,175.448,266.84,175.549
7.3,107,4,266.724,175.506,266.848,175.556
7.35,107,4,266.722,175.563,266.866,175.572
7.4,107,4,266.721,175.619,266.891,175.593
7.45,107,4,266.72,175.673,266.917,175.616
7.5,107,4,266.721,175.727,266.946,175.641
7.55,107,4,266.722,175.78,266.98,175.671
7.6,107,4,266.725,175.832,267.018,175.703
7.65,107,4,266.73,175.884,267.073,175.751
7.7,107,4,266.736,175.937,267.147,175.816
7.75,107,4,266.744,175.989,267.179,175.843
7.8,107,4,266.753,176.04,267.224,175.883
7.85,107,4,266.763,176.092,267.296,175.945
7.9,107,5,266.756,176.151,266.722,176.248
7.95,107,5,266.75,176.209,266.729,176.28
8,107,5,266.744,176.267,266.739,176.328
8.05,107,5,266.739,176.325,266.751,176.385
8.1,107,5,266.734,176.383,266.761,176.432
8.15,107,5,266.73,176.44,266.772,176.483
8.2,107,5,266.726,176.497,266.782,176.53
8.25,107,5,266.722,176.555,266.794,176.584
8.3,107,5,266.719,176.611,266.804,176.635
8.35,107,5,266.716,176.668,266.815,176.684
8.4,107,5,266.714,176.725,266.827,176.742
8.45,107,5,266.712,176.782,266.84,176.803
8.5,107,5,266.71,176.839,266.852,176.86
8.55,107,5,266.709,176.895,266.863,176.91
8.6,107,5,266.708,176.952,266.874,176.962
8.65,107,5,266.708,177.009,266.887,177.024
8.7,107,5,266.708,177.065,266.899,177.081
8.75,107,5,266.708,177.122,266.91,177.133
8.8,107,5,266.708,177.178,266.921,177.183
8.85,107,5,266.709,177.235,266.933,177.238
8.9,107,5,266.71,177.291,266.945,177.297
8.95,107,5,266.712,177.348,266.956,177.348
9,107,5,266.713,177.404,266.967,177.401
9.05,107,5,266.715,177.46,266.98,177.459
9.1,107,5,266.718,177.516,266.991,177.513
9.15,107,5,266.72,177.572,267,177.555
9.2,107,5,266.723,177.628,267.009,177.599
9.25,107,5,266.726,177.683,267.019,177.644
9.3,107,5,266.729,177.738,267.03,177.694
9.35,107,5,266.732,177.794,267.042,177.751
9.4,107,5,266.735,177.849,267.052,177.801
9.45,107,5,266.739,177.904,267.065,177.861
9.5,107,5,266.743,177.959,267.074,177.905
9.55,107,5,266.747,178.014,267.085,177.954
9.6,107,5,266.751,178.068,267.095,178.002
9.65,107,5,266.756,178.123,267.107,178.059
9.7,107,5,266.76,178.178,267.118,178.11
9.75,107,5,266.765,178.232,267.13,178.166
9.8,107,5,266.77,178.287,267.142,178.222
9.85,107,5,266.775,178.342,267.155,178.284
9.9,107,5,266.781,178.396,267.167,178.343
9.95,107,5,266.786,178.452,267.181,178.408
10,107,5,266.792,178.507,267.195,178.475
10.05,107,5,266.798,178.562,267.208,178.532
10.1,107,5,266.804,178.618,267.221,178.594
10.15,107,5,266.811,178.674,267.234,178.655
10.2,107,5,266.817,178.73,267.248,178.724
10.25,107,5,266.824,178.786,267.261,178.783
10.3,107,5,266.831,178.842,267.272,178.834
10.35,107,5,266.838,178.897,267.283,178.886
10.4,107,5,266.845,178.953,267.296,178.946
10.45,107,5,266.852,179.009,267.307,178.998
10.5,107,5,266.86,179.065,267.319,179.055
10.55,107,5,266.867,179.121,267.329,179.104
10.6,107,5,266.875,179.176,267.339,179.148
10.65,107,5,266.882,179.232,267.349,179.197
10.7,107,5,266.89,179.287,267.36,179.247
10.75,107,5,266.898,179.342,267.371,179.3
10.8,107,5,266.906,179.397,267.382,179.354
10.85,107,5,266.914,179.452,267.393,179.404
10.9,107,5,266.922,179.507,267.403,179.449
10.95,107,5,266.929,179.56,267.39,179.39
11,107,5,266.937,179.61,267.378,179.336
11.05,107,5,266.944,179.658,267.366,179.276
11.1,107,5,266.95,179.704,267.353,179.217
11.15,107,5,266.956,179.748,267.343,179.167
11.2,107,5,266.962,179.789,267.327,179.092
11.2,199,0,267.686,168.642,267.734,168.672
11.25,107,5,266.967,179.829,267.311,179.017
11.25,199,0,267.762,168.746,267.723,168.725
11.3,107,5,266.972,179.866,267.298,178.956
11.3,199,0,267.74,168.804,267.709,168.788
11.35,107,5,266.977,179.901,267.285,178.896
11.35,199,0,267.721,168.856,267.698,168.842
11.4,107,5,266.982,179.934,267.272,178.836
11.4,199,0,267.704,168.912,267.685,168.902
11.45,107,5,266.986,179.966,267.26,178.777
11.45,199,0,267.688,168.972,267.672,168.965
11.5,107,5,266.989,179.995,267.246,178.712
11.5,199,0,267.673,169.031,267.659,169.026
11.55,107,5,266.993,180.023,267.235,178.66
11.55,199,0,267.658,169.092,267.645,169.089
11.6,107,5,266.996,180.049,267.22,178.592
11.6,199,0,267.644,169.152,267.633,169.148
11.65,199,0,267.629,169.215,267.619,169.215
11.65,126,5,267.158,178.493,267.206,178.525
11.7,199,0,267.616,169.275,267.607,169.27
11.7,126,5,267.233,178.496,267.194,178.466
11.75,199,0,267.602,169.337,267.593,169.336
11.75,126,5,267.212,178.432,267.182,178.41
11.8,199,0,267.587,169.401,267.578,169.405
11.8,126,5,267.193,178.367,267.169,178.349
11.85,199,0,267.573,169.465,267.564,169.473
11.85,126,5,267.174,178.298,267.154,178.279
11.9,199,0,267.559,169.531,267.55,169.538
11.9,126,5,267.157,178.231,267.141,178.217
11.95,199,0,267.544,169.596,267.535,169.607
11.95,126,5,267.142,178.17,267.129,178.164
12,199,0,267.53,169.661,267.523,169.667
12,126,5,267.129,178.112,267.118,178.11
12.05,199,0,267.516,169.727,267.508,169.735
12.05,126,5,267.114,178.05,267.104,178.042
12.1,199,0,267.501,169.793,267.493,169.807
12.1,126,5,267.1,177.989,267.091,177.982
12.15,199,0,267.487,169.86,267.479,169.873
12.15,126,5,267.086,177.924,267.075,177.91
12.2,199,0,267.473,169.926,267.466,169.935
12.2,126,5,267.072,177.861,267.063,177.853
12.25,199,0,267.458,169.992,267.451,170.002
12.25,126,5,267.059,177.801,267.052,177.798
12.3,199,0,267.444,170.058,267.437,170.071
12.3,126,5,267.046,177.743,267.041,177.748
12.35,199,0,267.43,170.124,267.424,170.129
12.35,126,5,267.032,177.68,267.025,177.672
12.4,199,0,267.416,170.188,267.412,170.186
12.4,126,5,267.018,177.617,267.011,177.606
12.45,199,0,267.402,170.252,267.398,170.253
12.45,126,5,267.005,177.556,266.999,177.551
12.5,199,0,267.388,170.318,267.383,170.323
12.5,126,5,266.993,177.5,266.992,177.516
12.55,199,0,267.374,170.383,267.369,170.39
12.55,126,5,266.98,177.439,266.974,177.434
12.6,199,0,267.36,170.448,267.356,170.45
12.6,126,5,266.967,177.379,266.962,177.378
12.65,199,0,267.346,170.513,267.343,170.513
12.65,126,4,267.178,177.216,268.211,176.741
12.7,199,0,267.333,170.576,267.331,170.567
12.7,126,4,267.35,177.074,268.174,176.708
12.75,199,0,267.319,170.639,267.318,170.631
12.75,126,4,267.493,176.949,268.144,176.682
12.8,199,0,267.306,170.702,267.305,170.688
12.8,126,4,267.604,176.832,268.066,176.615
12.85,199,0,267.292,170.764,267.293,170.747
12.85,126,4,267.691,176.725,268.012,176.567
12.9,199,0,267.279,170.825,267.281,170.803
12.9,126,4,267.759,176.628,267.968,176.529
12.95,199,0,267.267,170.885,267.271,170.848
12.95,126,4,267.81,176.537,267.905,176.474
13,199,0,267.254,170.942,267.265,170.879
13,126,4,267.844,176.448,267.828,176.407
13.05,199,0,267.242,170.999,267.251,170.943
13.05,126,4,267.867,176.366,267.779,176.365
13.1,199,0,267.23,171.057,267.238,171.005
13.1,126,4,267.883,176.29,267.746,176.337
13.15,199,0,267.217,171.115,267.224,171.071
13.15,126,4,267.891,176.219,267.703,176.299
13.2,199,0,267.205,171.174,267.212,171.129
13.2,126,4,267.894,176.153,267.669,176.269
13.25,199,0,267.192,171.233,267.198,171.195
13.25,126,4,267.89,176.091,267.623,176.229
13.3,199,0,267.18,171.292,267.184,171.258
13.3,126,4,267.883,176.032,267.591,176.201
13.35,199,0,267.167,171.351,267.172,171.314
13.35,126,4,267.873,175.977,267.56,176.175
13.4,199,0,267.154,171.41,267.161,171.37
13.4,126,4,267.86,175.925,267.522,176.142
13.45,199,0,267.142,171.468,267.147,171.431
13.45,126,4,267.844,175.876,267.491,176.114
13.5,199,0,267.129,171.527,267.135,171.489
13.5,126,4,267.827,175.83,267.463,176.091
13.55,199,0,267.117,171.586,267.122,171.552
13.55,126,4,267.808,175.786,267.437,176.068
13.6,199,0,267.104,171.646,267.106,171.626
13.6,126,4,267.788,175.745,267.41,176.044
13.65,199,0,267.091,171.707,267.091,171.695
13.65,126,4,267.767,175.706,267.387,176.024
13.7,199,0,267.078,171.769,267.076,171.767
13.7,126,4,267.746,175.669,267.365,176.005
13.75,199,0,267.064,171.831,267.061,171.837
13.75,126,4,267.726,175.636,267.371,176.01
13.8,199,0,267.051,171.894,267.047,171.905
13.85,199,0,267.038,171.958,267.031,171.977
13.9,199,0,267.024,172.021,267.018,172.04
13.95,199,0,267.011,172.084,267.006,172.095
13.95,126,3,267.779,175.364,267.761,175.17
14,199,0,266.997,172.146,266.994,172.154
14,126,3,267.778,175.284,267.6,175.147
14.05,199,0,266.984,172.209,266.982,172.209
14.05,126,3,267.773,175.209,267.559,175.141
14.1,199,0,266.971,172.27,266.972,172.256
14.1,126,3,267.768,175.14,267.542,175.139
14.15,199,0,266.958,172.329,266.965,172.288
14.15,126,3,267.761,175.076,267.529,175.137
14.2,199,0,266.946,172.388,266.953,172.346
14.2,126,3,267.754,175.017,267.513,175.135
14.25,199,0,266.933,172.447,266.939,172.411
14.25,126,3,267.747,174.962,267.505,175.134
14.3,199,0,266.92,172.507,266.924,172.481
14.3,126,3,267.739,174.911,267.504,175.134
14.35,199,0,266.908,172.568,266.911,172.542
14.35,126,3,267.733,174.864,267.505,175.134
14.4,199,0,266.895,172.628,266.898,172.605
14.4,126,3,267.726,174.821,267.509,175.134
14.45,199,0,266.882,172.688,266.886,172.661
14.45,126,3,267.723,174.781,267.54,175.139
14.5,199,0,266.869,172.748,266.873,172.721
14.5,126,2,267.717,174.704,267.508,174.546
14.55,199,0,266.856,172.808,266.86,172.783
14.55,126,2,267.711,174.632,267.502,174.547
14.6,199,0,266.844,172.868,266.849,172.837
14.6,126,2,267.706,174.564,267.503,174.546
14.65,199,0,266.831,172.927,266.837,172.894
14.65,126,2,267.701,174.501,267.508,174.546
14.7,199,0,266.818,172.987,266.822,172.962
14.7,126,2,267.696,174.442,267.519,174.544
14.75,199,0,266.805,173.047,266.81,173.017
14.75,126,2,267.693,174.386,267.529,174.543
14.8,199,0,266.793,173.107,266.798,173.074
14.8,126,2,267.691,174.334,267.543,174.541
14.85,199,0,266.78,173.166,266.785,173.138
14.85,126,2,267.69,174.285,267.564,174.538
14.9,199,0,266.767,173.226,266.773,173.193
14.9,126,2,267.69,174.239,267.585,174.535
14.95,199,0,266.755,173.286,266.76,173.253
14.95,126,2,267.694,174.195,267.642,174.527
15,199,0,266.742,173.345,266.749,173.305
15,126,2,267.706,174.152,267.805,174.504
15.05,199,0,266.73,173.403,266.74,173.346
15.1,126,0,267.664,173.992,266.735,173.372
15.15,126,1,267.651,173.916,267.32,173.714
15.2,126,1,267.634,173.846,267.261,173.765
15.25,126,1,267.617,173.783,267.223,173.799
15.3,126,1,267.598,173.724,267.18,173.835
15.35,126,1,267.574,173.674,267.076,173.926
15.4,126,1,267.549,173.628,267.027,173.969
15.45,126,1,267.523,173.586,266.984,174.006
15.5,126,1,267.496,173.549,266.948,174.038
15.55,126,1,267.468,173.515,266.913,174.068
15.6,126,1,267.441,173.484,266.887,174.091
15.65,126,1,267.413,173.455,266.862,174.112
15.7,126,1,267.386,173.429,266.845,174.127
15.75,126,1,267.363,173.402,266.907,174.073
15.8,126,1,267.38,173.342,267.755,173.336
15.85,126,1,267.399,173.283,267.799,173.298
15.9,199,2,266.544,174.401,267.1,174.603
15.9,126,1,267.419,173.225,267.843,173.259
15.95,199,2,266.549,174.468,266.941,174.625
15.95,126,1,267.44,173.167,267.885,173.223
16,199,2,266.552,174.533,266.905,174.63
16,126,1,267.462,173.111,267.931,173.183
16.05,199,2,266.554,174.595,266.889,174.633
16.05,126,1,267.486,173.055,267.988,173.134
16.1,199,2,266.556,174.655,266.885,174.633
16.1,126,1,267.512,172.999,268.038,173.09
16.15,199,2,266.558,174.713,266.907,174.63
16.15,126,1,267.538,172.944,268.09,173.045
16.2,199,2,266.569,174.767,267.096,174.604
16.2,126,1,267.566,172.889,268.155,172.989
16.25,126,1,267.598,172.832,268.257,172.899
16.3,199,3,266.561,174.892,266.898,175.049
16.35,199,3,266.563,174.956,266.885,175.047
16.35,126,0,267.578,172.693,266.992,172.163
16.4,199,3,266.565,175.018,266.89,175.047
16.4,126,0,267.557,172.613,266.998,172.134
16.45,199,3,266.567,175.077,266.906,175.05
16.45,126,0,267.537,172.534,267.009,172.081
16.5,199,3,266.572,175.135,266.949,175.056
16.5,126,0,267.518,172.455,267.024,172.012
16.55,199,3,266.581,175.191,267.102,175.077
16.55,126,0,267.5,172.376,267.04,171.937
16.6,126,0,267.484,172.298,267.05,171.888
16.65,126,0,267.468,172.221,267.062,171.834
16.7,199,4,266.563,175.375,266.843,175.551
16.7,126,0,267.453,172.145,267.074,171.778
16.75,199,4,266.564,175.44,266.846,175.554
16.75,126,0,267.44,172.069,267.086,171.72
16.8,199,4,266.565,175.503,266.869,175.574
16.8,126,0,267.427,171.995,267.094,171.682
16.85,199,4,266.568,175.565,266.898,175.599
16.85,126,0,267.415,171.922,267.104,171.638
16.9,199,4,266.572,175.626,266.926,175.623
16.9,126,0,267.403,171.85,267.114,171.588
16.95,199,4,266.576,175.685,266.962,175.654
16.95,126,0,267.393,171.778,267.128,171.523
17,199,4,266.582,175.744,267.003,175.69
17,126,0,267.383,171.706,267.141,171.462
17.05,199,4,266.59,175.803,267.063,175.742
17.05,126,0,267.375,171.634,267.156,171.392
17.1,199,4,266.6,175.862,267.143,175.812
17.1,126,0,267.367,171.563,267.168,171.332
17.15,199,4,266.611,175.92,267.177,175.841
17.15,126,0,267.359,171.492,267.181,171.272
17.2,199,4,266.624,175.977,267.226,175.884
17.2,126,0,267.353,171.421,267.194,171.213
17.25,199,4,266.638,176.035,267.301,175.949
17.25,126,0,267.347,171.351,267.209,171.143
17.3,199,5,266.634,176.101,266.724,176.255
17.3,126,0,267.341,171.28,267.223,171.075
17.35,199,5,266.63,176.166,266.733,176.298
17.35,126,0,267.337,171.209,267.238,171.004
17.4,199,5,266.626,176.23,266.745,176.354
17.4,126,0,267.333,171.139,267.25,170.949
17.45,199,5,266.623,176.295,266.756,176.408
17.45,126,0,267.329,171.07,267.263,170.888
17.5,199,5,266.621,176.359,266.769,176.47
17.5,126,0,267.326,171,267.275,170.832
17.55,199,5,266.619,176.423,266.78,176.522
17.55,126,0,267.324,170.931,267.287,170.777
17.6,199,5,266.617,176.487,266.793,176.581
17.6,126,0,267.322,170.862,267.301,170.709
17.65,199,5,266.616,176.55,266.805,176.639
17.65,126,0,267.32,170.794,267.314,170.647
17.7,199,5,266.616,176.614,266.817,176.695
17.7,126,0,267.319,170.725,267.328,170.583
17.75,199,5,266.615,176.677,266.831,176.761
17.75,126,0,267.319,170.657,267.34,170.523
17.8,199,5,266.616,176.741,266.843,176.819
17.8,126,0,267.319,170.589,267.351,170.475
17.85,199,5,266.616,176.804,266.856,176.879
17.85,126,0,267.319,170.522,267.364,170.414
17.9,199,5,266.617,176.867,266.87,176.943
17.9,126,0,267.32,170.454,267.378,170.346
17.95,199,5,266.618,176.931,266.884,177.008
17.95,126,0,267.321,170.387,267.389,170.297
18,199,5,266.62,176.994,266.898,177.075
18,126,0,267.322,170.321,267.4,170.243
18.05,199,5,266.622,177.057,266.909,177.129
18.05,126,0,267.324,170.254,267.412,170.187
18.1,199,5,266.625,177.12,266.922,177.187
18.1,126,0,267.326,170.189,267.424,170.132
18.15,199,5,266.627,177.183,266.934,177.246
18.15,126,0,267.328,170.123,267.436,170.075
18.2,199,5,266.631,177.246,266.947,177.307
18.2,126,0,267.331,170.057,267.448,170.017
18.25,199,5,266.634,177.309,266.959,177.362
18.25,126,0,267.334,169.992,267.461,169.958
18.3,199,5,266.637,177.372,266.972,177.425
18.3,126,0,267.337,169.927,267.475,169.889
18.35,199,5,266.641,177.434,266.985,177.486
18.35,126,0,267.34,169.862,267.489,169.825
18.4,199,5,266.646,177.497,266.996,177.539
18.4,126,0,267.344,169.796,267.503,169.759
18.45,199,5,266.65,177.559,267.008,177.593
18.45,126,0,267.349,169.731,267.518,169.686
18.5,199,5,266.655,177.621,267.019,177.645
18.5,126,0,267.353,169.665,267.534,169.614
18.55,199,5,266.659,177.682,267.031,177.701
18.55,126,0,267.358,169.599,267.545,169.56
18.6,199,5,266.664,177.744,267.042,177.752
18.6,126,0,267.363,169.534,267.556,169.509
18.65,199,5,266.67,177.805,267.054,177.809
18.65,126,0,267.368,169.47,267.569,169.449
18.7,199,5,266.675,177.866,267.066,177.863
18.7,126,0,267.374,169.405,267.581,169.394
18.75,199,5,266.681,177.927,267.076,177.913
18.75,126,0,267.379,169.341,267.591,169.343
18.8,199,5,266.686,177.988,267.087,177.963
18.8,126,0,267.385,169.277,267.604,169.281
18.85,199,5,266.692,178.048,267.099,178.023
18.85,126,0,267.391,169.213,267.616,169.225
18.9,199,5,266.699,178.109,267.111,178.079
18.9,126,0,267.398,169.149,267.629,169.166
18.95,199,5,266.705,178.169,267.124,178.14
18.95,126,0,267.404,169.085,267.641,169.108
19,199,5,266.712,178.23,267.138,178.206
19,126,0,267.411,169.021,267.656,169.04
19.05,199,5,266.718,178.29,267.151,178.263
19.05,126,0,267.417,168.958,267.669,168.979
19.1,199,5,266.725,178.351,267.165,178.332
19.1,126,0,267.425,168.894,267.684,168.906
19.15,199,5,266.733,178.412,267.18,178.401
19.15,126,0,267.432,168.83,267.698,168.841
19.2,199,5,266.74,178.473,267.193,178.461
19.2,126,0,267.439,168.766,267.713,168.773
19.25,199,5,266.747,178.534,267.206,178.525
19.25,126,0,267.447,168.701,267.729,168.693
19.3,199,5,266.755,178.595,267.219,178.587
19.35,199,5,266.763,178.656,267.233,178.651
19.4,199,5,266.771,178.717,267.246,178.713
19.45,199,5,266.78,178.778,267.261,178.784
19.5,199,5,266.788,178.84,267.274,178.845
19.55,199,5,266.797,178.901,267.288,178.91
19.6,199,5,266.805,178.963,267.3,178.969
19.65,199,5,266.814,179.024,267.315,179.035
19.7,199,5,266.823,179.085,267.328,179.097
19.75,199,5,266.832,179.147,267.338,179.146
19.8,199,5,266.841,179.208,267.349,179.199
19.85,199,5,266.851,179.268,267.36,179.248
19.9,199,5,266.86,179.329,267.371,179.302
19.95,199,5,266.869,179.389,267.383,179.359
20,199,5,266.879,179.45,267.396,179.417
20.05,199,5,266.888,179.51,267.408,179.476
20.1,199,5,266.898,179.571,267.42,179.532
20.15,199,5,266.908,179.631,267.434,179.597
20.2,199,5,266.918,179.691,267.447,179.658
20.25,199,5,266.928,179.752,267.461,179.725
20.3,199,5,266.938,179.812,267.474,179.784
20.35,199,5,266.948,179.873,267.486,179.843
20.4,199,5,266.959,179.934,267.501,179.912
20.45,199,5,266.969,179.994,267.514,179.971
20.5,199,5,266.979,180.055,267.526,180.029
20.55,199,5,266.99,180.115,267.538,180.086
20.6,199,5,267.001,180.176,267.553,180.156
20.65,199,5,267.011,180.237,267.566,180.216
20.7,199,5,267.022,180.297,267.58,180.282
20.75,199,5,267.033,180.358,267.594,180.348
20.8,199,5,267.044,180.419,267.608,180.415
20.85,199,5,267.055,180.48,267.621,180.475
20.9,199,5,267.067,180.541,267.635,180.543
20.95,199,5,267.078,180.603,267.651,180.618
21,199,5,267.089,180.664,267.666,180.688
21.05,199,5,267.101,180.726,267.682,180.764
21.1,199,5,267.113,180.788,267.698,180.838
21.15,199,5,267.124,180.85,267.71,180.894
21.15,204,0,267.685,168.645,267.733,168.676
21.2,199,5,267.136,180.912,267.722,180.951
21.2,204,0,267.76,168.755,267.721,168.734
21.25,199,5,267.148,180.974,267.734,181.006
21.25,204,0,267.739,168.813,267.708,168.796
21.3,204,0,267.718,168.871,267.694,168.858
21.35,204,0,267.701,168.93,267.681,168.919
21.4,204,0,267.683,168.995,267.666,168.992
21.45,199,5,267.159,181.211,267.737,181.021
21.45,204,0,267.667,169.061,267.652,169.057
21.5,199,5,267.17,181.266,267.723,180.955
21.5,204,0,267.651,169.126,267.638,169.122
21.55,199,5,267.181,181.319,267.711,180.902
21.55,204,0,267.635,169.192,267.624,169.191
21.6,199,5,267.191,181.37,267.698,180.841
21.6,204,0,267.62,169.259,267.609,169.258
21.65,199,5,267.201,181.419,267.686,180.784
21.65,204,0,267.604,169.328,267.594,169.332
21.7,199,5,267.21,181.465,267.674,180.726
21.7,204,0,267.588,169.401,267.576,169.414
21.75,199,5,267.219,181.51,267.662,180.668
21.75,204,0,267.572,169.474,267.561,169.488
21.8,199,5,267.228,181.553,267.651,180.616
21.8,204,0,267.555,169.548,267.544,169.564
21.85,199,5,267.236,181.594,267.639,180.56
21.85,204,0,267.539,169.622,267.529,169.636
21.9,199,5,267.244,181.633,267.626,180.502
21.9,204,0,267.524,169.693,267.516,169.699
21.95,199,5,267.252,181.67,267.616,180.454
21.95,204,0,267.508,169.764,267.502,169.765
22,199,5,267.259,181.706,267.607,180.409
22,204,0,267.493,169.832,267.488,169.828
22.05,199,5,267.266,181.74,267.595,180.356
22.05,204,0,267.479,169.9,267.475,169.891
22.1,199,5,267.273,181.773,267.584,180.303
22.1,204,0,267.464,169.968,267.46,169.96
22.15,204,0,267.449,170.037,267.445,170.032
22.15,167,5,267.524,180.214,267.572,180.246
22.2,204,0,267.434,170.106,267.429,170.107
22.2,167,5,267.601,180.225,267.561,180.195
22.25,204,0,267.419,170.176,267.414,170.179
22.25,167,5,267.581,180.168,267.551,180.145
22.3,204,0,267.404,170.247,267.398,170.252
22.3,167,5,267.565,180.116,267.541,180.101
22.35,204,0,267.388,170.318,267.382,170.326
22.35,167,5,267.55,180.065,267.531,180.052
22.4,204,0,267.374,170.387,267.37,170.386
22.4,167,5,267.536,180.015,267.52,180.004
22.45,204,0,267.359,170.456,267.356,170.452
22.45,167,5,267.524,179.964,267.51,179.954
22.5,204,0,267.344,170.525,267.341,170.521
