person_id,timestamp,x,y
personFlow2.0,2.95,268.793,187.771
personFlow1.0,3,266.84,170.686
personFlow2.0,3,268.723,187.766
personFlow1.0,3.05,266.84,170.739
personFlow2.0,3.05,268.656,187.762
personFlow1.0,3.1,266.84,170.798
personFlow2.0,3.1,268.584,187.758
personFlow1.0,3.15,266.84,170.858
personFlow2.0,3.15,268.521,187.754
personFlow1.0,3.2,266.84,170.91
personFlow2.0,3.2,268.461,187.75
personFlow1.0,3.25,266.84,170.974
personFlow2.0,3.25,268.402,187.747
personFlow1.0,3.3,266.84,171.034
personFlow2.0,3.3,268.339,187.743
personFlow1.0,3.35,266.84,171.094
personFlow2.0,3.35,268.275,187.739
personFlow1.0,3.4,266.84,171.155
personFlow2.0,3.4,268.208,187.735
personFlow1.0,3.45,266.84,171.211
personFlow2.0,3.45,268.144,187.731
personFlow1.0,3.5,266.84,171.269
personFlow2.0,3.5,268.073,187.726
personFlow1.0,3.55,266.84,171.323
personFlow2.0,3.55,268.01,187.722
personFlow1.0,3.6,266.84,171.377
personFlow2.0,3.6,267.951,187.719
personFlow1.0,3.65,266.84,171.435
personFlow2.0,3.65,267.879,187.714
personFlow1.0,3.7,266.84,171.488
personFlow2.0,3.7,267.819,187.711
personFlow1.0,3.75,266.84,171.547
personFlow2.0,3.75,267.76,187.707
personFlow1.0,3.8,266.84,171.61
personFlow2.0,3.8,267.692,187.703
personFlow1.0,3.85,266.84,171.664
personFlow2.0,3.85,267.626,187.699
personFlow1.0,3.9,266.84,171.725
personFlow2.0,3.9,267.554,187.694
personFlow1.0,3.95,266.84,171.781
personFlow2.0,3.95,267.495,187.69
personFlow1.0,4,266.84,171.846
personFlow2.0,4,267.429,187.686
personFlow1.0,4.05,266.84,171.9
personFlow2.0,4.05,267.363,187.682
personFlow1.0,4.1,266.84,171.963
personFlow2.0,4.1,267.303,187.679
personFlow1.0,4.15,266.84,172.018
personFlow2.0,4.15,267.236,187.674
personFlow1.0,4.2,266.84,172.07
personFlow2.0,4.2,267.58,188.094
personFlow1.0,4.25,266.84,172.123
personFlow2.0,4.25,267.58,188.033
personFlow1.0,4.3,266.84,172.182
personFlow2.0,4.3,267.58,187.972
personFlow1.0,4.35,266.84,172.243
personFlow2.0,4.35,267.58,187.903
personFlow1.0,4.4,266.84,172.306
personFlow2.0,4.4,267.58,187.837
personFlow1.0,4.45,266.84,172.367
personFlow2.0,4.45,267.58,187.775
personFlow1.0,4.5,266.84,172.426
personFlow2.0,4.5,267.58,187.707
personFlow1.0,4.55,266.84,172.481
personFlow2.0,4.55,267.58,187.637
personFlow1.0,4.6,266.84,172.538
personFlow2.0,4.6,267.58,187.566
personFlow1.0,4.65,266.84,172.593
personFlow2.0,4.65,267.58,187.495
personFlow1.0,4.7,266.84,172.657
personFlow2.0,4.7,267.58,187.426
personFlow1.0,4.75,266.84,172.719
personFlow2.0,4.75,267.58,187.356
personFlow1.0,4.8,266.84,172.772
personFlow2.0,4.8,267.58,187.288
personFlow1.0,4.85,266.84,172.834
personFlow2.0,4.85,267.58,187.228
personFlow1.0,4.9,266.84,172.893
personFlow2.0,4.9,267.58,187.158
personFlow1.0,4.95,266.84,172.955
personFlow2.0,4.95,267.58,187.099
personFlow1.0,5,266.84,173.017
personFlow2.0,5,267.58,187.04
personFlow1.0,5.05,266.84,173.075
personFlow2.0,5.05,267.58,186.979
personFlow1.0,5.1,266.84,173.135
personFlow2.0,5.1,267.58,186.907
personFlow1.0,5.15,266.84,173.193
personFlow2.0,5.15,267.58,186.835
personFlow1.0,5.2,266.84,173.248
personFlow2.0,5.2,267.58,186.773
personFlow1.0,5.25,266.84,173.304
personFlow2.0,5.25,267.58,186.702
personFlow1.0,5.3,266.84,173.364
personFlow2.0,5.3,267.58,186.63
personFlow1.0,5.35,266.84,173.421
personFlow2.0,5.35,267.58,186.558
personFlow1.0,5.4,266.84,173.481
personFlow2.0,5.4,267.58,186.497
personFlow1.0,5.45,266.84,173.536
personFlow2.0,5.45,267.58,186.433
personFlow1.0,5.5,266.84,173.599
personFlow2.0,5.5,267.58,186.375
personFlow1.0,5.55,266.84,173.659
personFlow2.0,5.55,267.58,186.304
personFlow1.0,5.6,266.84,173.717
personFlow2.0,5.6,267.58,186.232
personFlow1.0,5.65,266.84,173.774
personFlow2.0,5.65,267.58,186.162
personFlow1.0,5.7,266.84,173.832
personFlow2.0,5.7,267.58,186.103
personFlow1.0,5.75,266.84,173.886
personFlow2.0,5.75,267.58,186.034
personFlow1.0,5.8,266.84,173.939
personFlow2.0,5.8,267.58,185.965
personFlow1.0,5.85,266.84,174.002
personFlow2.0,5.85,267.58,185.897
personFlow1.0,5.9,266.84,174.063
personFlow2.0,5.9,267.58,185.831
personFlow1.0,5.95,266.84,174.125
personFlow2.0,5.95,267.58,185.769
personFlow1.0,6,266.84,174.179
personFlow2.0,6,267.58,185.701
personFlow1.0,6.05,266.84,174.232
personFlow2.0,6.05,267.58,185.634
personFlow1.0,6.1,266.84,174.297
personFlow2.0,6.1,267.58,185.564
personFlow1.0,6.15,266.84,174.354
personFlow2.0,6.15,267.58,185.493
personFlow1.0,6.2,266.84,174.419
personFlow2.0,6.2,267.58,185.42
personFlow1.0,6.25,266.84,174.472
personFlow2.0,6.25,267.58,185.351
personFlow1.0,6.3,266.84,174.533
personFlow2.0,6.3,267.58,185.282
personFlow1.0,6.35,266.84,174.597
personFlow2.0,6.35,267.58,185.221
personFlow1.0,6.4,266.84,174.655
personFlow2.0,6.4,267.58,185.157
personFlow1.0,6.45,266.84,174.714
personFlow2.0,6.45,267.58,185.091
personFlow1.0,6.5,266.84,174.77
personFlow2.0,6.5,267.58,185.03
personFlow1.0,6.55,266.84,174.829
personFlow2.0,6.55,267.58,184.963
personFlow1.0,6.6,266.84,174.889
personFlow2.0,6.6,267.58,184.903
personFlow1.0,6.65,266.84,174.951
personFlow2.0,6.65,267.58,184.833
personFlow1.0,6.7,266.84,175.013
personFlow2.0,6.7,267.58,184.765
personFlow1.0,6.75,266.84,175.07
personFlow2.0,6.75,267.58,184.696
personFlow1.0,6.8,266.84,175.122
personFlow2.0,6.8,267.58,184.636
personFlow1.0,6.85,266.84,175.178
personFlow2.0,6.85,267.58,184.564
personFlow1.0,6.9,266.84,175.232
personFlow2.0,6.9,267.58,184.502
personFlow1.0,6.95,266.84,175.297
personFlow2.0,6.95,267.58,184.435
personFlow1.0,7,266.84,175.35
personFlow2.0,7,267.58,184.374
personFlow1.0,7.05,266.84,175.405
personFlow2.0,7.05,267.58,184.313
personFlow1.0,7.1,266.84,175.47
personFlow2.0,7.1,267.58,184.248
personFlow1.0,7.15,266.84,175.529
personFlow2.0,7.15,267.58,184.182
personFlow1.0,7.2,266.84,175.592
personFlow2.0,7.2,267.58,184.117
personFlow1.0,7.25,266.84,175.646
personFlow2.0,7.25,267.58,184.053
personFlow1.0,7.3,266.84,175.699
personFlow2.0,7.3,267.58,183.984
personFlow1.0,7.35,266.84,175.752
personFlow2.0,7.35,267.58,183.919
personFlow1.0,7.4,266.84,175.812
personFlow2.0,7.4,267.58,183.851
personFlow1.0,7.45,266.84,175.865
personFlow2.0,7.45,267.58,183.792
personFlow1.0,7.5,266.84,175.922
personFlow2.0,7.5,267.549,183.605
personFlow1.0,7.55,266.84,175.982
personFlow2.0,7.55,267.532,183.549
personFlow1.0,7.6,266.84,176.036
personFlow2.0,7.6,267.515,183.491
personFlow1.0,7.65,266.84,176.093
personFlow2.0,7.65,267.494,183.421
personFlow1.0,7.7,266.84,176.152
personFlow2.0,7.7,267.477,183.365
personFlow1.0,7.75,266.84,176.206
personFlow2.0,7.75,267.48,183.424
personFlow1.0,7.8,266.84,176.27
personFlow2.0,7.8,267.48,183.364
personFlow1.0,7.85,266.84,176.331
personFlow2.0,7.85,267.48,183.291
personFlow1.0,7.9,266.84,176.383
personFlow2.0,7.9,267.48,183.231
personFlow1.0,7.95,266.84,176.446
personFlow2.0,7.95,267.48,183.159
personFlow1.0,8,266.84,176.51
personFlow2.0,8,267.48,183.09
personFlow1.0,8.05,266.84,176.575
personFlow2.0,8.05,267.48,183.025
personFlow1.0,8.1,266.84,176.631
personFlow2.0,8.1,267.48,182.963
personFlow1.0,8.15,266.84,176.685
personFlow2.0,8.15,267.48,182.894
personFlow1.0,8.2,266.84,176.74
personFlow2.0,8.2,267.48,182.834
personFlow1.0,8.25,266.84,176.797
personFlow2.0,8.25,267.48,182.765
personFlow1.0,8.3,266.84,176.853
personFlow2.0,8.3,267.48,182.698
personFlow1.0,8.35,266.84,176.908
personFlow2.0,8.35,267.48,182.628
personFlow1.0,8.4,266.84,176.97
personFlow2.0,8.4,267.48,182.563
personFlow1.0,8.45,266.84,177.033
personFlow2.0,8.45,267.48,182.491
personFlow1.0,8.5,266.84,177.097
personFlow2.0,8.5,267.48,182.422
personFlow1.0,8.55,266.84,177.151
personFlow2.0,8.55,267.48,182.355
personFlow1.0,8.6,266.84,177.205
personFlow2.0,8.6,267.48,182.297
personFlow1.0,8.65,266.84,177.269
personFlow2.0,8.65,267.48,182.237
personFlow1.0,8.7,266.84,177.327
personFlow2.0,8.7,267.48,182.166
personFlow1.0,8.75,266.84,177.386
personFlow2.0,8.75,267.48,182.099
personFlow1.0,8.8,266.84,177.44
personFlow2.0,8.8,267.48,182.03
personFlow1.0,8.85,266.84,177.499
personFlow2.0,8.85,267.48,181.961
personFlow1.0,8.9,266.84,177.561
personFlow2.0,8.9,267.48,181.902
personFlow1.0,8.95,266.84,177.614
personFlow2.0,8.95,267.48,181.838
personFlow1.0,9,266.84,177.668
personFlow2.0,9,267.48,181.78
personFlow1.0,9.05,266.84,177.725
personFlow2.0,9.05,267.48,181.715
personFlow1.0,9.1,266.84,177.782
personFlow2.0,9.1,267.48,181.643
personFlow1.0,9.15,266.84,177.84
personFlow2.0,9.15,267.48,181.583
personFlow1.0,9.2,266.84,177.895
personFlow2.0,9.2,267.48,181.515
personFlow1.0,9.25,266.84,177.949
personFlow2.0,9.25,267.48,181.444
personFlow1.0,9.3,266.84,178.007
personFlow2.0,9.3,267.48,181.372
personFlow1.0,9.35,266.84,178.071
personFlow2.0,9.35,267.48,181.311
personFlow1.0,9.4,266.84,178.125
personFlow2.0,9.4,267.48,181.239
personFlow1.0,9.45,266.84,178.189
personFlow2.0,9.45,267.48,181.167
personFlow1.0,9.5,266.84,178.241
personFlow2.0,9.5,267.48,181.108
personFlow1.0,9.55,266.84,178.298
personFlow2.0,9.55,267.48,181.045
personFlow1.0,9.6,266.84,178.353
personFlow2.0,9.6,267.48,180.98
personFlow1.0,9.65,266.84,178.415
personFlow2.0,9.65,267.48,180.919
personFlow1.0,9.7,266.84,178.47
personFlow2.0,9.7,267.48,180.853
personFlow1.0,9.75,266.84,178.53
personFlow2.0,9.75,267.48,180.788
personFlow1.0,9.8,266.84,178.588
personFlow2.0,9.8,267.48,180.723
personFlow1.0,9.85,266.84,178.651
personFlow2.0,9.85,267.48,180.657
personFlow1.0,9.9,266.84,178.709
personFlow2.0,9.9,267.48,180.598
personFlow1.0,9.95,266.84,178.773
personFlow2.0,9.95,267.48,180.53
personFlow1.0,10,266.84,178.836
personFlow2.0,10,267.48,180.47
personFlow1.0,10.05,266.84,178.889
personFlow1.1,10.05,266.84,167.201
personFlow2.0,10.05,267.48,180.4
personFlow2.1,10.05,272.571,187.96
personFlow1.0,10.1,266.84,178.947
personFlow1.1,10.1,266.84,167.269
personFlow2.0,10.1,267.48,180.328
personFlow2.1,10.1,272.513,187.96
personFlow1.0,10.15,266.84,179.001
personFlow1.1,10.15,266.84,167.338
personFlow2.0,10.15,267.48,180.26
personFlow2.1,10.15,272.462,187.96
personFlow1.0,10.2,266.84,179.064
personFlow1.1,10.2,266.84,167.404
personFlow2.0,10.2,267.48,180.2
personFlow2.1,10.2,272.412,187.96
personFlow1.0,10.25,266.84,179.117
personFlow1.1,10.25,266.84,167.469
personFlow2.0,10.25,267.48,180.132
personFlow2.1,10.25,272.359,187.96
personFlow1.0,10.3,266.84,179.17
personFlow1.1,10.3,266.84,167.527
personFlow2.0,10.3,267.48,180.066
personFlow2.1,10.3,272.306,187.96
personFlow1.0,10.35,266.84,179.223
personFlow1.1,10.35,266.84,167.589
personFlow2.0,10.35,267.48,179.994
personFlow2.1,10.35,272.256,187.959
personFlow1.0,10.4,266.84,179.285
personFlow1.1,10.4,266.84,167.655
personFlow2.0,10.4,267.48,179.928
personFlow2.1,10.4,272.205,187.959
personFlow1.0,10.45,266.84,179.338
personFlow1.1,10.45,266.84,167.722
personFlow2.0,10.45,267.48,179.862
personFlow2.1,10.45,272.145,187.959
personFlow1.0,10.5,266.84,179.395
personFlow1.1,10.5,266.84,167.788
personFlow2.0,10.5,267.48,179.792
personFlow2.1,10.5,272.09,187.959
personFlow1.0,10.55,266.84,179.45
personFlow1.1,10.55,266.84,167.85
personFlow2.0,10.55,267.48,179.726
personFlow2.1,10.55,272.034,187.959
personFlow1.0,10.6,266.84,179.504
personFlow1.1,10.6,266.84,167.908
personFlow2.0,10.6,267.48,179.664
personFlow2.1,10.6,271.977,187.959
personFlow1.0,10.65,266.84,179.562
personFlow1.1,10.65,266.84,167.975
personFlow2.0,10.65,267.48,179.603
personFlow2.1,10.65,271.916,187.959
personFlow1.0,10.7,266.84,179.621
personFlow1.1,10.7,266.84,168.037
personFlow2.0,10.7,267.48,179.543
personFlow2.1,10.7,271.86,187.959
personFlow1.0,10.75,266.84,179.682
personFlow1.1,10.75,266.84,168.104
personFlow2.0,10.75,267.48,179.48
personFlow2.1,10.75,271.831,187.958
personFlow1.0,10.8,266.84,179.743
personFlow1.1,10.8,266.84,168.165
personFlow2.0,10.8,267.48,179.415
personFlow2.1,10.8,271.771,187.955
personFlow1.0,10.85,266.84,179.798
personFlow1.1,10.85,266.84,168.226
personFlow2.0,10.85,267.48,179.355
personFlow2.1,10.85,271.712,187.951
personFlow1.0,10.9,266.84,179.852
personFlow1.1,10.9,266.84,168.295
personFlow2.0,10.9,267.48,179.292
personFlow2.1,10.9,271.652,187.947
personFlow1.0,10.95,266.84,179.905
personFlow1.1,10.95,266.84,168.352
personFlow2.0,10.95,267.48,179.229
personFlow2.1,10.95,271.601,187.944
personFlow1.0,11,266.84,179.958
personFlow1.1,11,266.84,168.421
personFlow2.0,11,267.48,179.17
personFlow2.1,11,271.547,187.941
personFlow1.0,11.05,266.84,180.013
personFlow1.1,11.05,266.84,168.478
personFlow2.0,11.05,267.48,179.102
personFlow2.1,11.05,271.492,187.938
personFlow1.0,11.1,266.84,180.066
personFlow1.1,11.1,266.84,168.548
personFlow2.0,11.1,267.48,179.033
personFlow2.1,11.1,271.439,187.934
personFlow1.0,11.15,266.84,180.118
personFlow1.1,11.15,266.84,168.615
personFlow2.0,11.15,267.48,178.97
personFlow2.1,11.15,271.388,187.931
personFlow1.0,11.2,266.84,180.172
personFlow1.1,11.2,266.84,168.683
personFlow2.0,11.2,267.48,178.903
personFlow2.1,11.2,271.333,187.928
personFlow1.0,11.25,266.84,180.229
personFlow1.1,11.25,266.84,168.741
personFlow2.0,11.25,267.48,178.831
personFlow2.1,11.25,271.272,187.924
personFlow1.0,11.3,266.84,180.292
personFlow1.1,11.3,266.84,168.809
personFlow2.0,11.3,267.48,178.769
personFlow2.1,11.3,271.219,187.921
personFlow1.0,11.35,266.84,180.344
personFlow1.1,11.35,266.84,168.869
personFlow2.0,11.35,267.48,178.706
personFlow2.1,11.35,271.164,187.917
personFlow1.0,11.4,266.84,180.408
personFlow1.1,11.4,266.84,168.934
personFlow2.0,11.4,267.48,178.636
personFlow2.1,11.4,271.111,187.914
personFlow1.0,11.45,266.84,180.471
personFlow1.1,11.45,266.84,168.996
personFlow2.0,11.45,267.48,178.574
personFlow2.1,11.45,271.05,187.91
personFlow1.0,11.5,266.84,180.53
personFlow1.1,11.5,266.84,169.055
personFlow2.0,11.5,267.48,178.504
personFlow2.1,11.5,270.993,187.907
personFlow1.0,11.55,266.84,180.59
personFlow1.1,11.55,266.84,169.117
personFlow2.0,11.55,267.48,178.434
personFlow2.1,11.55,270.935,187.903
personFlow1.0,11.6,266.84,180.645
personFlow1.1,11.6,266.84,169.177
personFlow2.0,11.6,267.48,178.364
personFlow2.1,11.6,270.875,187.899
personFlow1.0,11.65,266.84,180.698
personFlow1.1,11.65,266.84,169.244
personFlow2.0,11.65,267.48,178.294
personFlow2.1,11.65,270.822,187.896
personFlow1.0,11.7,266.84,180.757
personFlow1.1,11.7,266.84,169.3
personFlow2.0,11.7,267.48,178.229
personFlow2.1,11.7,270.764,187.893
personFlow1.0,11.75,266.84,180.815
personFlow1.1,11.75,266.84,169.36
personFlow2.0,11.75,267.48,178.165
personFlow2.1,11.75,270.705,187.889
personFlow1.0,11.8,266.84,180.872
personFlow1.1,11.8,266.84,169.42
personFlow2.0,11.8,267.48,178.093
personFlow2.1,11.8,270.654,187.886
personFlow1.0,11.85,266.84,180.932
personFlow1.1,11.85,266.84,169.482
personFlow2.0,11.85,267.48,178.023
personFlow2.1,11.85,270.596,187.882
personFlow1.0,11.9,266.84,180.991
personFlow1.1,11.9,266.84,169.544
personFlow2.0,11.9,267.48,177.953
personFlow2.1,11.9,270.543,187.879
personFlow1.0,11.95,266.84,181.047
personFlow1.1,11.95,266.84,169.61
personFlow2.0,11.95,267.48,177.886
personFlow2.1,11.95,270.493,187.876
personFlow1.0,12,266.84,181.102
personFlow1.1,12,266.84,169.667
personFlow2.0,12,267.48,177.825
personFlow2.1,12,270.438,187.872
personFlow1.0,12.05,266.84,181.161
personFlow1.1,12.05,266.84,169.733
personFlow2.0,12.05,267.48,177.758
personFlow2.1,12.05,270.382,187.869
personFlow1.0,12.1,266.84,181.221
personFlow1.1,12.1,266.84,169.803
personFlow2.0,12.1,267.48,177.7
personFlow2.1,12.1,270.33,187.866
personFlow1.0,12.15,266.84,181.279
personFlow1.1,12.15,266.84,169.867
personFlow2.0,12.15,267.48,177.635
personFlow2.1,12.15,270.281,187.863
personFlow1.0,12.2,266.84,181.344
personFlow1.1,12.2,266.84,169.927
personFlow2.0,12.2,267.48,177.575
personFlow2.1,12.2,270.225,187.859
personFlow1.0,12.25,266.84,181.399
personFlow1.1,12.25,266.84,169.993
personFlow2.0,12.25,267.48,177.508
personFlow2.1,12.25,270.168,187.856
personFlow1.0,12.3,266.84,181.454
personFlow1.1,12.3,266.84,170.059
personFlow2.0,12.3,267.48,177.437
personFlow2.1,12.3,270.109,187.852
personFlow1.0,12.35,266.84,181.507
personFlow1.1,12.35,266.84,170.117
personFlow2.0,12.35,267.48,177.375
personFlow2.1,12.35,270.06,187.849
personFlow1.0,12.4,266.84,181.56
personFlow1.1,12.4,266.84,170.173
personFlow2.0,12.4,267.48,177.314
personFlow2.1,12.4,270.01,187.846
personFlow1.0,12.45,266.84,181.618
personFlow1.1,12.45,266.84,170.238
personFlow2.0,12.45,267.48,177.248
personFlow2.1,12.45,269.96,187.843
personFlow1.0,12.5,266.84,181.67
personFlow1.1,12.5,266.84,170.308
personFlow2.0,12.5,267.48,177.177
personFlow2.1,12.5,269.909,187.84
personFlow1.0,12.55,266.84,181.735
personFlow1.1,12.55,266.84,170.376
personFlow2.0,12.55,267.48,177.107
personFlow2.1,12.55,269.859,187.837
personFlow1.0,12.6,266.84,181.799
personFlow1.1,12.6,266.84,170.438
personFlow2.0,12.6,267.48,177.035
personFlow2.1,12.6,269.802,187.833
personFlow1.0,12.65,266.84,181.855
personFlow1.1,12.65,266.84,170.503
personFlow2.0,12.65,267.48,176.969
personFlow2.1,12.65,269.744,187.83
personFlow1.0,12.7,266.84,181.91
personFlow1.1,12.7,266.84,170.56
personFlow2.0,12.7,267.48,176.899
personFlow2.1,12.7,269.692,187.826
personFlow1.0,12.75,266.84,181.966
personFlow1.1,12.75,266.84,170.629
personFlow2.0,12.75,267.48,176.84
personFlow2.1,12.75,269.634,187.823
personFlow1.0,12.8,266.84,182.024
personFlow1.1,12.8,266.84,170.693
personFlow2.0,12.8,267.48,176.777
personFlow2.1,12.8,269.583,187.82
personFlow1.0,12.85,266.84,182.078
personFlow1.1,12.85,266.84,170.759
personFlow2.0,12.85,267.48,176.718
personFlow2.1,12.85,269.526,187.816
personFlow1.0,12.9,266.84,182.132
personFlow1.1,12.9,266.84,170.826
personFlow2.0,12.9,267.48,176.652
personFlow2.1,12.9,269.474,187.813
personFlow1.0,12.95,266.84,182.195
personFlow1.1,12.95,266.84,170.884
personFlow2.0,12.95,267.48,176.588
personFlow2.1,12.95,269.421,187.81
personFlow1.0,13,266.84,182.249
personFlow1.1,13,266.84,170.941
personFlow2.0,13,267.48,176.526
personFlow2.1,13,269.363,187.806
personFlow1.0,13.05,266.84,182.309
personFlow1.1,13.05,266.84,171.009
personFlow2.0,13.05,267.48,176.461
personFlow2.1,13.05,269.313,187.803
personFlow1.0,13.1,266.84,182.369
personFlow1.1,13.1,266.84,171.075
personFlow2.0,13.1,267.48,176.399
personFlow2.1,13.1,269.26,187.8
personFlow1.0,13.15,266.84,182.433
personFlow1.1,13.15,266.84,171.144
personFlow2.0,13.15,267.48,176.335
personFlow2.1,13.15,269.209,187.796
personFlow1.0,13.2,266.84,182.493
personFlow1.1,13.2,266.84,171.202
personFlow2.0,13.2,267.48,176.265
personFlow2.1,13.2,269.154,187.793
personFlow1.0,13.25,266.84,182.557
personFlow1.1,13.25,266.84,171.269
personFlow2.0,13.25,267.48,176.193
personFlow2.1,13.25,269.097,187.79
personFlow1.0,13.3,266.84,182.61
personFlow1.1,13.3,266.84,171.333
personFlow2.0,13.3,267.48,176.133
personFlow2.1,13.3,269.043,187.786
personFlow1.0,13.35,266.84,182.674
personFlow1.1,13.35,266.84,171.392
personFlow2.0,13.35,267.48,176.074
personFlow2.1,13.35,268.992,187.783
personFlow1.0,13.4,266.84,182.734
personFlow1.1,13.4,266.84,171.45
personFlow2.0,13.4,267.48,176.003
personFlow2.1,13.4,268.939,187.78
personFlow1.0,13.45,266.84,182.789
personFlow1.1,13.45,266.84,171.514
personFlow2.0,13.45,267.48,175.935
personFlow2.1,13.45,268.887,187.777
personFlow1.0,13.5,266.84,182.853
personFlow1.1,13.5,266.84,171.575
personFlow2.0,13.5,267.48,175.871
personFlow2.1,13.5,268.828,187.773
personFlow1.0,13.55,266.84,182.912
personFlow1.1,13.55,266.84,171.642
personFlow2.0,13.55,267.48,175.809
personFlow2.1,13.55,268.767,187.769
personFlow1.0,13.6,266.84,182.974
personFlow1.1,13.6,266.84,171.707
personFlow2.0,13.6,267.48,175.744
personFlow2.1,13.6,268.711,187.766
personFlow1.0,13.65,266.84,183.038
personFlow1.1,13.65,266.84,171.766
personFlow2.0,13.65,267.48,175.686
personFlow2.1,13.65,268.662,187.763
personFlow1.0,13.7,266.84,183.096
personFlow1.1,13.7,266.84,171.829
personFlow2.0,13.7,267.48,175.616
personFlow2.1,13.7,268.607,187.759
personFlow1.0,13.75,266.84,183.157
personFlow1.1,13.75,266.84,171.892
personFlow2.0,13.75,267.48,175.551
personFlow2.1,13.75,268.55,187.756
personFlow1.0,13.8,266.84,183.213
