id,timestamp,x,y
person0,3.75,266.84,239.885
person1,3.75,267.923,211.723
person0,3.8,266.84,239.822
person1,3.8,267.858,211.727
person0,3.85,266.84,239.767
person1,3.85,267.795,211.731
person0,3.9,266.84,239.706
person1,3.9,267.725,211.735
person0,3.95,266.84,239.65
person1,3.95,267.668,211.739
person0,4,266.84,239.585
person1,4,267.604,211.743
person0,4.05,266.84,239.532
person1,4.05,267.54,211.747
person0,4.1,266.84,239.468
person1,4.1,267.482,211.75
person0,4.15,266.84,239.414
person1,4.15,267.417,211.754
person0,4.2,266.84,239.362
person1,4.2,267.354,211.758
person0,4.25,266.84,239.309
person1,4.25,267.295,211.762
person0,4.3,266.84,239.25
person1,4.3,267.237,211.765
person0,4.35,266.84,239.189
person1,4.35,267.58,211.347
person0,4.4,266.84,239.126
person1,4.4,267.58,211.411
person0,4.45,266.84,239.065
person1,4.45,267.58,211.471
person0,4.5,266.84,239.005
person1,4.5,267.58,211.536
person0,4.55,266.84,238.951
person1,4.55,267.58,211.604
person0,4.6,266.84,238.893
person1,4.6,267.58,211.672
person0,4.65,266.84,238.838
person1,4.65,267.58,211.741
person0,4.7,266.84,238.774
person1,4.7,267.58,211.808
person0,4.75,266.84,238.712
person1,4.75,267.58,211.875
person0,4.8,266.84,238.659
person1,4.8,267.58,211.941
person0,4.85,266.84,238.597
person1,4.85,267.58,211.999
person0,4.9,266.84,238.538
person1,4.9,267.58,212.066
person0,4.95,266.84,238.476
person1,4.95,267.58,212.123
person0,5,266.84,238.414
person1,5,267.58,212.181
person0,5.05,266.84,238.356
person1,5.05,267.58,212.24
person0,5.1,266.84,238.296
person1,5.1,267.58,212.309
person0,5.15,266.84,238.239
person1,5.15,267.58,212.378
person0,5.2,266.84,238.183
person1,5.2,267.58,212.438
person0,5.25,266.84,238.127
person1,5.25,267.58,212.507
person0,5.3,266.84,238.068
person1,5.3,267.58,212.577
person0,5.35,266.84,238.01
person1,5.35,267.58,212.646
person0,5.4,266.84,237.951
person1,5.4,267.58,212.705
person0,5.45,266.84,237.895
person1,5.45,267.58,212.766
person0,5.5,266.84,237.833
person1,5.5,267.58,212.823
person0,5.55,266.84,237.773
person1,5.55,267.58,212.891
person0,5.6,266.84,237.715
person1,5.6,267.58,212.961
person0,5.65,266.84,237.657
person1,5.65,267.58,213.028
person0,5.7,266.84,237.599
person1,5.7,267.58,213.085
person0,5.75,266.84,237.546
person1,5.75,267.58,213.152
person0,5.8,266.84,237.492
person1,5.8,267.58,213.219
person0,5.85,266.84,237.43
person1,5.85,267.58,213.284
person0,5.9,266.84,237.368
person1,5.9,267.58,213.348
person0,5.95,266.84,237.307
person1,5.95,267.58,213.408
person0,6,266.84,237.253
person1,6,267.58,213.474
person0,6.05,266.84,237.2
person1,6.05,267.58,213.539
person0,6.1,266.84,237.135
person1,6.1,267.58,213.606
person0,6.15,266.84,237.077
person1,6.15,267.58,213.675
person0,6.2,266.84,237.012
person1,6.2,267.58,213.745
person0,6.25,266.84,236.959
person1,6.25,267.58,213.812
person0,6.3,266.84,236.899
person1,6.3,267.58,213.879
person0,6.35,266.84,236.834
person1,6.35,267.58,213.938
person0,6.4,266.84,236.776
person1,6.4,267.58,214
person0,6.45,266.84,236.717
person1,6.45,267.58,214.063
person0,6.5,266.84,236.662
person1,6.5,267.58,214.122
person0,6.55,266.84,236.603
person1,6.55,267.58,214.187
person0,6.6,266.84,236.542
person1,6.6,267.58,214.245
person0,6.65,266.84,236.481
person1,6.65,267.58,214.313
person0,6.7,266.84,236.418
person1,6.7,267.58,214.378
person0,6.75,266.84,236.362
person1,6.75,267.58,214.445
person0,6.8,266.84,236.31
person1,6.8,267.58,214.503
person0,6.85,266.84,236.253
person1,6.85,267.58,214.572
person0,6.9,266.84,236.2
person1,6.9,267.58,214.632
person0,6.95,266.84,236.135
person1,6.95,267.58,214.697
person0,7,266.84,236.082
person1,7,267.58,214.756
person0,7.05,266.84,236.026
person1,7.05,267.58,214.815
person0,7.1,266.84,235.962
person1,7.1,267.58,214.877
person0,7.15,266.84,235.902
person1,7.15,267.58,214.942
person0,7.2,266.84,235.84
person1,7.2,267.58,215.005
person0,7.25,266.84,235.786
person1,7.25,267.58,215.066
person0,7.3,266.84,235.733
person1,7.3,267.58,215.133
person0,7.35,266.84,235.679
person1,7.35,267.58,215.196
person0,7.4,266.84,235.619
person1,7.4,267.58,215.262
person0,7.45,266.84,235.566
person1,7.45,267.58,215.318
person0,7.5,266.84,235.51
person1,7.5,267.58,215.38
person0,7.55,266.84,235.449
person1,7.55,267.58,215.437
person0,7.6,266.84,235.396
person1,7.6,267.58,215.496
person0,7.65,266.84,235.338
person1,7.65,267.58,215.566
person0,7.7,266.84,235.279
person1,7.7,267.58,215.623
person0,7.75,266.84,235.225
person1,7.75,267.556,215.812
person0,7.8,266.84,235.161
person1,7.8,267.539,215.868
person0,7.85,266.84,235.101
person1,7.85,267.519,215.935
person0,7.9,266.84,235.049
person1,7.9,267.502,215.99
person0,7.95,266.84,234.985
person1,7.95,267.482,216.057
person0,8,266.84,234.921
person1,8,267.463,216.121
person0,8.05,266.84,234.856
person1,8.05,267.48,216.059
person0,8.1,266.84,234.8
person1,8.1,267.48,216.119
person0,8.15,266.84,234.747
person1,8.15,267.48,216.186
person0,8.2,266.84,234.692
person1,8.2,267.48,216.244
person0,8.25,266.84,234.634
person1,8.25,267.48,216.31
person0,8.3,266.84,234.578
person1,8.3,267.48,216.375
person0,8.35,266.84,234.523
person1,8.35,267.48,216.443
person0,8.4,266.84,234.462
person1,8.4,267.48,216.506
person0,8.45,266.84,234.398
person1,8.45,267.48,216.575
person0,8.5,266.84,234.334
person1,8.5,267.48,216.642
person0,8.55,266.84,234.28
person1,8.55,267.48,216.706
person0,8.6,266.84,234.227
person1,8.6,267.48,216.763
person0,8.65,266.84,234.162
person1,8.65,267.48,216.82
person0,8.7,266.84,234.104
person1,8.7,267.48,216.889
person0,8.75,266.84,234.046
person1,8.75,267.48,216.954
person0,8.8,266.84,233.992
person1,8.8,267.48,217.02
person0,8.85,266.84,233.932
person1,8.85,267.48,217.087
person0,8.9,266.84,233.87
person1,8.9,267.48,217.144
person0,8.95,266.84,233.818
person1,8.95,267.48,217.206
person0,9,266.84,233.764
person1,9,267.48,217.262
person0,9.05,266.84,233.707
person1,9.05,267.48,217.325
person0,9.1,266.84,233.65
person1,9.1,267.48,217.395
person0,9.15,266.84,233.592
person1,9.15,267.48,217.453
person0,9.2,266.84,233.536
person1,9.2,267.48,217.518
person0,9.25,266.84,233.482
person1,9.25,267.48,217.586
person0,9.3,266.84,233.424
person1,9.3,267.48,217.656
person0,9.35,266.84,233.361
person1,9.35,267.48,217.716
person0,9.4,266.84,233.306
person1,9.4,267.48,217.785
person0,9.45,266.84,233.243
person1,9.45,267.48,217.854
person0,9.5,266.84,233.19
person1,9.5,267.48,217.911
person0,9.55,266.84,233.134
person1,9.55,267.48,217.972
person0,9.6,266.84,233.078
person1,9.6,267.48,218.035
person0,9.65,266.84,233.016
person1,9.65,267.48,218.094
person0,9.7,266.84,232.961
person1,9.7,267.48,218.158
person0,9.75,266.84,232.902
person1,9.75,267.48,218.221
person0,9.8,266.84,232.844
person1,9.8,267.48,218.283
person0,9.85,266.84,232.78
person1,9.85,267.48,218.347
person0,9.9,266.84,232.723
person1,9.9,267.48,218.404
person0,9.95,266.84,232.658
person1,9.95,267.48,218.47
person0,10,266.84,232.595
person1,10,267.48,218.527
person0,10.05,266.84,232.542
person1,10.05,267.48,218.595
person0,10.1,266.84,232.485
person1,10.1,267.48,218.663
person0,10.15,266.84,232.421
person1,10.15,267.48,218.729
person0,10.2,266.84,232.366
person1,10.2,267.48,218.798
person0,10.25,266.84,232.312
person1,10.25,267.48,218.864
person0,10.3,266.84,232.25
person1,10.3,267.48,218.931
person0,10.35,266.84,232.197
person1,10.35,267.48,218.988
person0,10.4,266.84,232.144
person1,10.4,267.48,219.053
person0,10.45,266.84,232.088
person1,10.45,267.48,219.119
person0,10.5,266.84,232.035
person1,10.5,267.48,219.176
person0,10.55,266.84,231.979
person1,10.55,267.48,219.241
person0,10.6,266.84,231.925
person1,10.6,267.48,219.303
person0,10.65,266.84,231.873
person1,10.65,267.48,219.372
person0,10.7,266.84,231.81
person1,10.7,267.48,219.438
person0,10.75,266.84,231.755
person1,10.75,267.48,219.502
person0,10.8,266.84,231.703
person1,10.8,267.48,219.569
person0,10.85,266.84,231.64
person1,10.85,267.48,219.633
person0,10.9,266.84,231.583
person1,10.9,267.48,219.699
person0,10.95,266.84,231.524
person1,10.95,267.48,219.765
person0,11,266.84,231.469
person1,11,267.48,219.827
person0,11.05,266.84,231.411
person1,11.05,267.48,219.892
person0,11.1,266.84,231.357
person1,11.1,267.48,219.95
person0,11.15,266.84,231.296
person1,11.15,267.48,220.01
person0,11.2,266.84,231.238
person1,11.2,267.48,220.077
person0,11.25,266.84,231.173
person1,11.25,267.48,220.135
person0,11.3,266.84,231.115
person1,11.3,267.48,220.197
person0,11.35,266.84,231.055
person1,11.35,267.48,220.255
person0,11.4,266.84,230.994
person1,11.4,267.48,220.323
person0,11.45,266.84,230.936
person1,11.45,267.48,220.384
person0,11.5,266.84,230.876
person1,11.5,267.48,220.444
person0,11.55,266.84,230.812
person1,11.55,267.48,220.506
person0,11.6,266.84,230.756
person1,11.6,267.48,220.568
person0,11.65,266.84,230.694
person1,11.65,267.48,220.626
person0,11.7,266.84,230.64
person1,11.7,267.48,220.695
person0,11.75,266.84,230.576
person1,11.75,267.48,220.756
person0,11.8,266.84,230.523
person1,11.8,267.48,220.813
person0,11.85,266.84,230.469
person1,11.85,267.48,220.873
person0,11.9,266.84,230.416
person1,11.9,267.48,220.943
person0,11.95,266.84,230.359
person1,11.95,267.48,221.001
person0,12,266.84,230.304
person1,12,267.48,221.057
person0,12.05,266.84,230.246
person1,12.05,267.48,221.122
person0,12.1,266.84,230.193
person1,12.1,267.48,221.192
person0,12.15,266.84,230.137
person1,12.15,267.48,221.259
person0,12.2,266.84,230.085
person1,12.2,267.48,221.327
person0,12.25,266.84,230.03
person1,12.25,267.48,221.388
person0,12.3,266.84,229.977
person1,12.3,267.48,221.456
person0,12.35,266.84,229.918
person1,12.35,267.48,221.52
person0,12.4,266.84,229.862
person1,12.4,267.48,221.578
person0,12.45,266.84,229.797
person1,12.45,267.48,221.648
person0,12.5,266.84,229.734
person1,12.5,267.48,221.716
person0,12.55,266.84,229.678
person1,12.55,267.48,221.775
person0,12.6,266.84,229.626
person1,12.6,267.48,221.835
person0,12.65,266.84,229.567
person1,12.65,267.48,221.896
person0,12.7,266.84,229.503
person1,12.7,267.48,221.961
person0,12.75,266.84,229.447
person1,12.75,267.48,222.028
person0,12.8,266.84,229.384
person1,12.8,267.48,222.09
person0,12.85,266.84,229.319
person1,12.85,267.48,222.15
person0,12.9,266.84,229.26
person1,12.9,267.48,222.21
person0,12.95,266.84,229.2
person1,12.95,267.48,222.278
person0,13,266.84,229.14
person1,13,267.48,222.339
person0,13.05,266.84,229.079
person1,13.05,267.48,222.406
person0,13.1,266.84,229.023
person1,13.1,267.48,222.466
person0,13.15,266.84,228.96
person1,13.15,267.48,222.535
person0,13.2,266.84,228.907
person1,13.2,267.48,222.602
person0,13.25,266.84,228.851
person1,13.25,267.48,222.669
person0,13.3,266.84,228.792
person1,13.3,267.48,222.725
person0,13.35,266.84,228.73
person1,13.35,267.48,222.788
person0,13.4,266.84,228.672
person1,13.4,267.48,222.847
person0,13.45,266.84,228.609
person1,13.45,267.48,222.91
person0,13.5,266.84,228.552
person1,13.5,267.48,222.97
person0,13.55,266.84,228.498
person1,13.55,267.48,223.039
person0,13.6,266.84,228.438
person1,13.6,267.48,223.101
person0,13.65,266.84,228.377
person1,13.65,267.48,223.169
person0,13.7,266.84,228.318
person1,13.7,267.48,223.231
person0,13.75,266.84,228.261
person1,13.75,267.48,223.299
person0,13.8,266.84,228.206
person1,13.8,267.48,223.365
person0,13.85,266.84,228.153
person1,13.85,267.48,223.429
person0,13.9,266.84,228.097
person1,13.9,267.48,223.487
person0,13.95,266.84,228.039
person1,13.95,267.48,223.546
person0,14,266.84,227.98
person1,14,267.48,223.611
person0,14.05,266.84,227.921
person1,14.05,267.48,223.676
person0,14.1,266.84,227.861
person1,14.1,267.48,223.746
person0,14.15,266.84,227.805
person1,14.15,267.48,223.802
person0,14.2,266.84,227.748
person1,14.2,267.48,223.867
person0,14.25,266.84,227.695
person1,14.25,267.48,223.93
person0,14.3,266.84,227.63
person1,14.3,267.48,223.989
person0,14.35,266.84,227.572
person1,14.35,267.48,224.047
person0,14.4,266.84,227.517
person1,14.4,267.48,224.113
person0,14.45,266.84,227.455
person1,14.45,267.48,224.177
person0,14.5,266.84,227.401
person1,14.5,267.48,224.244
person0,14.55,266.84,227.339
person1,14.55,267.48,224.312
person0,14.6,266.84,227.286
person1,14.6,267.48,224.37
person0,14.65,266.84,227.233
person1,14.65,267.48,224.43
person0,14.7,266.84,227.181
person1,14.7,267.48,224.486
person0,14.75,266.84,227.127
person1,14.75,267.48,224.545
person0,14.8,266.84,227.069
person1,14.8,267.48,224.61
person0,14.85,266.84,227.017
person1,14.85,267.48,224.674
person0,14.9,266.84,226.964
person1,14.9,267.48,224.743
person0,14.95,266.84,226.91
person1,14.95,267.48,224.812
person0,15,266.84,226.845
person1,15,267.48,224.881
person0,15.05,266.84,226.793
person1,15.05,267.48,224.948
person0,15.1,266.84,226.729
person1,15.1,267.48,225.01
person0,15.15,266.84,226.668
person1,15.15,267.48,225.08
person0,15.2,266.84,226.612
person1,15.2,267.48,225.145
person0,15.25,266.84,226.55
person1,15.25,267.48,225.209
person0,15.3,266.84,226.495
person1,15.3,267.48,225.266
person0,15.35,266.84,226.441
person1,15.35,267.48,225.333
person0,15.4,266.84,226.384
person1,15.4,267.48,225.402
person0,15.45,266.84,226.322
person1,15.45,267.48,225.46
person0,15.5,266.84,226.265
person1,15.5,267.48,225.523
person0,15.55,266.84,226.211
person1,15.55,267.48,225.584
person0,15.6,266.84,226.156
person1,15.6,267.48,225.65
person0,15.65,266.84,226.096
person1,15.65,267.48,225.706
person0,15.7,266.84,226.042
person1,15.7,267.48,225.773
person0,15.75,266.84,225.987
person1,15.75,267.48,225.838
person0,15.8,266.84,225.924
person1,15.8,267.48,225.896
person0,15.85,266.84,225.868
person1,15.85,267.48,225.958
person0,15.9,266.84,225.815
person1,15.9,267.48,226.015
person0,15.95,266.84,225.752
person1,15.95,267.48,226.075
person0,16,266.84,225.692
person1,16,267.48,226.143
person0,16.05,266.84,225.64
person1,16.05,267.48,226.206
person0,16.1,266.84,225.579
person1,16.1,267.48,226.271
person0,16.15,266.84,225.523
person1,16.15,267.48,226.331
person0,16.2,266.84,225.46
person1,16.2,267.48,226.4
person0,16.25,266.84,225.405
person1,16.25,267.48,226.462
person0,16.3,266.84,225.345
person1,16.3,267.48,226.52
person0,16.35,266.84,225.286
person1,16.35,267.48,226.588
person0,16.4,266.84,225.222
person1,16.4,267.48,226.655
person0,16.45,266.84,225.162
person1,16.45,267.48,226.724
person0,16.5,266.84,225.11
person1,16.5,267.48,226.789
person0,16.55,266.84,225.052
person1,16.55,267.48,226.847
person0,16.6,266.84,224.988
person1,16.6,267.48,226.905
person0,16.65,266.84,224.934
person1,16.65,267.48,226.962
person0,16.7,266.84,224.874
person1,16.7,267.48,227.02
person0,16.75,266.84,224.818
person1,16.75,267.48,227.088
person0,16.8,266.84,224.763
person1,16.8,267.48,227.153
person0,16.85,266.84,224.708
person1,16.85,267.48,227.218
person0,16.9,266.84,224.644
person1,16.9,267.48,227.279
person0,16.95,266.84,224.581
person1,16.95,267.48,227.341
person0,17,266.84,224.522
person1,17,267.48,227.408
person0,17.05,266.84,224.458
person1,17.05,267.48,227.468
person0,17.1,266.84,224.396
person1,17.1,267.48,227.533
person0,17.15,266.84,224.336
person1,17.15,267.48,227.596
person0,17.2,266.84,224.273
person1,17.2,267.48,227.655
person0,17.25,266.84,224.22
person1,17.25,267.48,227.712
person0,17.3,266.84,224.163
person1,17.3,267.48,227.775
person0,17.35,266.84,224.104
person1,17.35,267.48,227.842
person0,17.4,266.84,224.043
person1,17.4,267.48,227.904
person0,17.45,266.84,223.983
person1,17.45,267.48,227.967
person0,17.5,266.84,223.927
person1,17.5,267.48,228.028
person0,17.55,266.84,223.869
person1,17.55,267.48,228.093
person0,17.6,266.84,223.817
person1,17.6,267.48,228.16
person0,17.65,266.84,223.752
person1,17.65,267.48,228.22
person0,17.7,266.84,223.693
person1,17.7,267.48,228.281
person0,17.75,266.84,223.636
person1,17.75,267.48,228.346
person0,17.8,266.84,223.573
person1,17.8,267.48,228.405
person0,17.85,266.84,223.514
person1,17.85,267.48,228.463
person0,17.9,266.84,223.45
person1,17.9,267.48,228.527
person0,17.95,266.84,223.39
person1,17.95,267.48,228.585
person0,18,266.84,223.332
person1,18,267.48,228.648
person0,18.05,266.84,223.279
person1,18.05,267.48,228.718
person0,18.1,266.84,223.22
person1,18.1,267.48,228.777
person0,18.15,266.84,223.157
person1,18.15,267.48,228.84
person0,18.2,266.84,223.104
person1,18.2,267.48,228.907
person0,18.25,266.84,223.04
person1,18.25,267.48,228.966
person0,18.3,266.84,222.988
person1,18.3,267.48,229.029
person0,18.35,266.84,222.927
person1,18.35,267.48,229.099
person0,18.4,266.84,222.865
person1,18.4,267.48,229.163
person0,18.45,266.84,222.806
person1,18.45,267.48,229.231
person0,18.5,266.84,222.748
person1,18.5,267.48,229.301
person0,18.55,266.84,222.695
person1,18.55,267.48,229.36
person0,18.6,266.84,222.634
person1,18.6,267.48,229.425
person0,18.65,266.84,222.577
person1,18.65,267.48,229.488
person0,18.7,266.84,222.518
person1,18.7,267.48,229.558
person0,18.75,266.84,222.456
person1,18.75,267.48,229.626
person0,18.8,266.84,222.395
person1,18.8,267.48,229.683
person0,18.85,266.84,222.341
person1,18.85,267.48,229.744
person0,18.9,266.84,222.278
person1,18.9,267.48,229.803
person0,18.95,266.84,222.224
person1,18.95,267.48,229.861
person0,19,266.84,222.164
person1,19,267.48,229.924
person0,19.05,266.84,222.106
person1,19.05,267.48,229.989
person0,19.1,266.84,222.044
person1,19.1,267.48,230.046
person0,19.15,266.84,221.98
person1,19.15,267.48,230.105
person0,19.2,266.84,221.917
person1,19.2,267.48,230.169
person0,19.25,266.84,221.861
person1,19.25,267.48,230.229
person0,19.3,266.84,221.808
person1,19.3,267.48,230.298
person0,19.35,266.84,221.752
person1,19.35,267.48,230.361
person0,19.4,266.84,221.693
person1,19.4,267.48,230.42
person0,19.45,266.84,221.632
person1,19.45,267.48,230.477
person0,19.5,266.84,221.577
person1,19.5,267.48,230.543
person0,19.55,266.84,221.522
person1,19.55,267.48,230.605
person0,19.6,266.84,221.467
person1,19.6,267.48,230.673
person0,19.65,266.84,221.404
person1,19.65,267.48,230.74
person0,19.7,266.84,221.347
person1,19.7,267.48,230.806
person0,19.75,266.84,221.287
person1,19.75,267.48,230.864
person0,19.8,266.84,221.223
person1,19.8,267.48,230.93
person0,19.85,266.84,221.159
person1,19.85,267.48,230.999
person0,19.9,266.84,221.104
person1,19.9,267.48,231.062
person0,19.95,266.84,221.048
person1,19.95,267.48,231.121
person0,20,266.84,220.996
person1,20,267.48,231.18
person0,20.05,266.84,220.931
person1,20.05,267.48,231.248
person0,20.1,266.84,220.871
person1,20.1,267.48,231.313
person0,20.15,266.84,220.806
person1,20.15,267.48,231.377
person0,20.2,266.84,220.75
person1,20.2,267.48,231.435
person0,20.25,266.84,220.691
person1,20.25,267.48,231.503
person0,20.3,266.84,220.632
person1,20.3,267.48,231.567
person0,20.35,266.84,220.575
person1,20.35,267.48,231.627
person0,20.4,266.84,220.511
person1,20.4,267.48,231.685
person0,20.45,266.84,220.449
person1,20.45,267.48,231.754
person0,20.5,266.84,220.397
person1,20.5,267.48,231.82
person0,20.55,266.84,220.339
person1,20.55,267.48,231.88
person0,20.6,266.84,220.274
person1,20.6,267.48,231.947
person0,20.65,266.84,220.211
person1,20.65,267.48,232.01
person0,20.7,266.84,220.154
person1,20.7,267.48,232.07
person0,20.75,266.84,220.1
person1,20.75,267.48,232.134
person0,20.8,266.84,220.047
person1,20.8,267.48,232.204
person0,20.85,266.84,219.991
person1,20.85,267.48,232.263
person0,20.9,266.84,219.933
person1,20.9,267.48,232.325
person0,20.95,266.84,219.877
person1,20.95,267.48,232.387
person0,21,266.84,219.812
person1,21,267.48,232.454
person0,21.05,266.84,219.756
person1,21.05,267.48,232.515
person0,21.1,266.84,219.696
person1,21.1,267.48,232.573
person0,21.15,266.84,219.64
person1,21.15,267.48,232.638
person0,21.2,266.84,219.583
person1,21.2,267.48,232.699
person0,21.25,266.84,219.528
person1,21.25,267.48,232.763
person0,21.3,266.84,219.465
person1,21.3,267.48,232.825
person0,21.35,266.84,219.403
person1,21.35,267.48,232.887
person0,21.4,266.84,219.341
person1,21.4,267.48,232.951
person0,21.45,266.84,219.282
person1,21.45,267.48,233.017
person0,21.5,266.84,219.225
person1,21.5,267.48,233.073
person0,21.55,266.84,219.165
person1,21.55,267.48,233.14
person0,21.6,266.84,219.104
person1,21.6,267.48,233.198
person0,21.65,266.84,219.047
person1,21.65,267.48,233.268
person0,21.7,266.84,218.985
person1,21.7,267.48,233.328
person0,21.75,266.84,218.932
person1,21.75,267.48,233.397
person0,21.8,266.84,218.873
person1,21.8,267.48,233.457
person0,21.85,266.84,218.815
person1,21.85,267.48,233.525
person0,21.9,266.84,218.759
person1,21.9,267.48,233.594
person0,21.95,266.84,218.706
person1,21.95,267.48,233.66
person0,22,266.84,218.653
person1,22,267.48,233.729
person0,22.05,266.84,218.593
person1,22.05,267.48,233.789
person0,22.1,266.84,218.536
person1,22.1,267.48,233.851
person0,22.15,266.84,218.472
person1,22.15,267.48,233.914
person0,22.2,266.84,218.417
person1,22.2,267.48,233.978
person0,22.25,266.84,218.359
person1,22.25,267.48,234.046
person0,22.3,266.84,218.299
person1,22.3,267.48,234.105
person0,22.35,266.84,218.244
person1,22.35,267.48,234.168
person0,22.4,266.84,218.187
person1,22.4,267.48,234.228
person0,22.45,266.84,218.128
person1,22.45,267.48,234.293
person0,22.5,266.84,218.069
person1,22.5,267.48,234.361
person0,22.55,266.84,218.015
person1,22.55,267.48,234.43
person0,22.6,266.84,217.955
person1,22.6,267.48,234.497
person0,22.65,266.84,217.896
person1,22.65,267.48,234.565
person0,22.7,266.84,217.831
person1,22.7,267.48,234.628
person0,22.75,266.84,217.773
person1,22.75,267.48,234.69
person0,22.8,266.84,217.72
person1,22.8,267.48,234.755
person0,22.85,266.84,217.66
person1,22.85,267.48,234.819
person0,22.9,266.84,217.605
person1,22.9,267.48,234.883
person0,22.95,266.84,217.544
person1,22.95,267.48,234.949
person0,23,266.84,217.487
person1,23,267.48,235.019
person0,23.05,266.84,217.434
person1,23.05,267.48,235.076
person0,23.1,266.84,217.381
person1,23.1,267.48,235.146
person0,23.15,266.84,217.319
person1,23.15,267.48,235.215
person0,23.2,266.84,217.255
person1,23.2,267.48,235.274
person0,23.25,266.84,217.191
person1,23.25,267.48,235.342
person0,23.3,266.84,217.13
person1,23.3,267.48,235.404
person0,23.35,266.84,217.066
person1,23.35,267.48,235.465
person0,23.4,266.84,217.011
person1,23.4,267.48,235.522
person0,23.45,266.84,216.951
person1,23.45,267.48,235.58
